,index,titulo,ano,abstract,full,word_count,Keyword
137,137,"Shale gas extraction, precaution and prevention: A conversation on regulatory responses",2016,"Abstract Shale gas in the EU and its Member States faces increasing attention from a regulatory perspective. Questions about the role of law regarding the development of shale gas extraction in Europe are being asked. The role of law within science, as Laurie et al. suggest, involves an important decision: “whether the law is an enabler or a prohibitor of technologies” (Laurie, G., Harmon, S.H., Arzuaga, F., ‘Foresighting Futures: Law, New Technologies, and the Challenges of Regulating for Uncertainty’ 4 Law, Innovation and Technology 1 (2012), 1–33, at 10) [1] . At best, the law should promote the development of a technology without unduly compromising the protection of society and the environment from consequences of uncertainties and potential threats of an associated technology (Laurie, G., Harmon, S.H., Arzuaga, F., ‘Foresighting Futures: Law, New Technologies, and the Challenges of Regulating for Uncertainty’ 4 Law, Innovation and Technology 1 (2012), 1–33, at 10) [2] . The principles of precaution and prevention are the two main tools of European law, which shall help to strike a balance between enabling and prohibiting the development of an emerging energy technology like shale gas extraction. This article departs from the perspective that law at EU level is imposing control on the management of “known” risks via the preventive principle. Regarding “uncertainties” or “unknowns”, decision makers are legally obliged to be guided by the precautionary principle. This paper discusses the two environmental law principles – precaution or prevention – and contemplates which of them would be most apt for guiding the regulation of shale gas extraction in Europe. It concludes that regulation on shale gas extraction could be based on either of these principles for different reasons.","Shale gas extraction, precaution and prevention: A conversation on regulatory responses Abstract Shale gas in the EU and its Member States faces increasing attention from a regulatory perspective. Questions about the role of law regarding the development of shale gas extraction in Europe are being asked. The role of law within science, as Laurie et al. suggest, involves an important decision: “whether the law is an enabler or a prohibitor of technologies” (Laurie, G., Harmon, S.H., Arzuaga, F., ‘Foresighting Futures: Law, New Technologies, and the Challenges of Regulating for Uncertainty’ 4 Law, Innovation and Technology 1 (2012), 1–33, at 10) [1] . At best, the law should promote the development of a technology without unduly compromising the protection of society and the environment from consequences of uncertainties and potential threats of an associated technology (Laurie, G., Harmon, S.H., Arzuaga, F., ‘Foresighting Futures: Law, New Technologies, and the Challenges of Regulating for Uncertainty’ 4 Law, Innovation and Technology 1 (2012), 1–33, at 10) [2] . The principles of precaution and prevention are the two main tools of European law, which shall help to strike a balance between enabling and prohibiting the development of an emerging energy technology like shale gas extraction. This article departs from the perspective that law at EU level is imposing control on the management of “known” risks via the preventive principle. Regarding “uncertainties” or “unknowns”, decision makers are legally obliged to be guided by the precautionary principle. This paper discusses the two environmental law principles – precaution or prevention – and contemplates which of them would be most apt for guiding the regulation of shale gas extraction in Europe. It concludes that regulation on shale gas extraction could be based on either of these principles for different reasons.",291,"['law', 'principle', 'precaution prevention', 'laurie', 'shale gas extraction', 'prevention', 'gas extraction', 'precaution', 'technology', 'technologies', 'extraction', 'uncertainty law innovation', 'uncertainty law', 'technology 2012 33', 'technology 2012', 'technologies challenge regulating', 'technologies challenge', 'role law', 'regulating uncertainty law', 'regulating uncertainty']"
138,138,Shale gas governance in the United Kingdom and the United States: Opportunities for public participation and the implications for social justice,2017,"Abstract Questions abound about the appropriate governance systems to manage the risks of unconventional oil and gas development, and the ability for citizens to engage and participate in those systems. In this paper, we map the development of shale gas governance in the US and UK; we highlight the contrasting systems of land ownership and mineral rights, compare the opportunities that these systems of governance present the general public to participate and become involved in shale gas decisions and consider the implications on issues of social justice. We conclude that in both countries, that despite government and industry engagement rhetoric and associated processes, the publics’ influence on shale gas decisions is perceived to be minimal or not at all. We argue that the implications of the observed institutional governance systems, with few opportunities for citizen influence, are developments which inherently lack social justice, procedural fairness, and ultimately, a social license to operate.","Shale gas governance in the United Kingdom and the United States: Opportunities for public participation and the implications for social justice Abstract Questions abound about the appropriate governance systems to manage the risks of unconventional oil and gas development, and the ability for citizens to engage and participate in those systems. In this paper, we map the development of shale gas governance in the US and UK; we highlight the contrasting systems of land ownership and mineral rights, compare the opportunities that these systems of governance present the general public to participate and become involved in shale gas decisions and consider the implications on issues of social justice. We conclude that in both countries, that despite government and industry engagement rhetoric and associated processes, the publics’ influence on shale gas decisions is perceived to be minimal or not at all. We argue that the implications of the observed institutional governance systems, with few opportunities for citizen influence, are developments which inherently lack social justice, procedural fairness, and ultimately, a social license to operate.",173,"['social justice', 'governance', 'justice', 'shale gas decision', 'gas decision', 'implication', 'opportunity', 'system', 'shale gas governance', 'participate', 'gas governance', 'social', 'systems', 'citizen', 'influence', 'processes publics influence', 'processes publics', 'procedural fairness ultimately', 'procedural fairness', 'present general public']"
139,139,Shale gas operator violations in the Marcellus and what they tell us about water resource risks,2015,"Abstract Development of shale gas entails environmental risk, particularly with respect to water resources, and stakeholders are keen to assess such risks before making development decisions. We focus on Pennsylvania, USA and the Marcellus Shale, the most productive shale play in the country. We examine compliance data recorded by the state regulatory agency in order to assess environmental risks and their trends and drivers over time. Overall, we track 3267 shale gas violations, noting that environmental violation rates increase from 2007 to 2009, remain high through 2010, and then drop in 2011 and thereafter. Violations related to spills and erosion were most commonly issued. A single change in policy resulted in a 45% decrease in environmental violation rates. Furthermore, for every 1% increase in wells drilled per inspections conducted, there was a 0.56% decrease in environmental violation rates. Similar effects were not found for administrative violations. Operator identity, price of gas, and other major policies were not significantly correlated with violation rates. In comparing conventional and shale gas extraction compliance we found that shale gas development entails more risk related to spills and solid waste management, while conventional development entails more risk associated with cementing and casing issues, and site restoration.","Shale gas operator violations in the Marcellus and what they tell us about water resource risks Abstract Development of shale gas entails environmental risk, particularly with respect to water resources, and stakeholders are keen to assess such risks before making development decisions. We focus on Pennsylvania, USA and the Marcellus Shale, the most productive shale play in the country. We examine compliance data recorded by the state regulatory agency in order to assess environmental risks and their trends and drivers over time. Overall, we track 3267 shale gas violations, noting that environmental violation rates increase from 2007 to 2009, remain high through 2010, and then drop in 2011 and thereafter. Violations related to spills and erosion were most commonly issued. A single change in policy resulted in a 45% decrease in environmental violation rates. Furthermore, for every 1% increase in wells drilled per inspections conducted, there was a 0.56% decrease in environmental violation rates. Similar effects were not found for administrative violations. Operator identity, price of gas, and other major policies were not significantly correlated with violation rates. In comparing conventional and shale gas extraction compliance we found that shale gas development entails more risk related to spills and solid waste management, while conventional development entails more risk associated with cementing and casing issues, and site restoration.",217,"['violation', 'violation rates', 'environmental violation', 'rates', 'entail', 'risk', 'violations', 'spill', 'related spill', 'environmental violation rates', 'development entail risk', 'development entail', 'decrease environmental violation', 'decrease environmental', 'entail risk', 'compliance', 'decrease', 'environmental', 'operator', 'environmental risk']"
140,140,Shale Gas U-Turns in Bulgaria and Romania: The Turbulent Politics of Energy and Protest,2014,"After France, Bulgaria became the second EU country to enact an open-ended ban on hydraulic fracturing in early 2012. This government action was a radical departure from an initially friendly, even enthusiastic stance on unconventional gas development. It resulted in months of unprecedented, broad political protest from environmental groups and local communities. The conflict was interpreted as one involving old questions about Bulgaria’s orientation toward Russia or the West. In neighbouring Romania, Bulgaria’s U-turn on shale gas energized a protest movement which had been relatively weak. In a turbulent election-year context, political leaders scrambled to deal with highly symbolic issues. A new government introduced a moratorium but ended it less than a year later. Another U-turn in public policy happened. Romania parted from Bulgaria’s example and set out to move forward on shale gas, aiding foreign investors. Massive protests against the policy and the investors surged, encircling the drilling operations. In both countries, public mistrust in institutions, environmental regulations and due process of law is a significant factor of political risk for energy companies. Keywords : Bulgaria, Chevron, civil society, communication, energy, energy policy, environment, fracking, hydraulic fracturing, moratorium, Nabucco, natural gas, pipelines, political risk, protest, Gazprom, Romania, Russia, shale gas, South Stream, unconventional gas, USA","Shale Gas U-Turns in Bulgaria and Romania: The Turbulent Politics of Energy and Protest After France, Bulgaria became the second EU country to enact an open-ended ban on hydraulic fracturing in early 2012. This government action was a radical departure from an initially friendly, even enthusiastic stance on unconventional gas development. It resulted in months of unprecedented, broad political protest from environmental groups and local communities. The conflict was interpreted as one involving old questions about Bulgaria’s orientation toward Russia or the West. In neighbouring Romania, Bulgaria’s U-turn on shale gas energized a protest movement which had been relatively weak. In a turbulent election-year context, political leaders scrambled to deal with highly symbolic issues. A new government introduced a moratorium but ended it less than a year later. Another U-turn in public policy happened. Romania parted from Bulgaria’s example and set out to move forward on shale gas, aiding foreign investors. Massive protests against the policy and the investors surged, encircling the drilling operations. In both countries, public mistrust in institutions, environmental regulations and due process of law is a significant factor of political risk for energy companies. Keywords : Bulgaria, Chevron, civil society, communication, energy, energy policy, environment, fracking, hydraulic fracturing, moratorium, Nabucco, natural gas, pipelines, political risk, protest, Gazprom, Romania, Russia, shale gas, South Stream, unconventional gas, USA",220,"['bulgaria', 'protest', 'romania', 'turn', 'turbulent', 'political risk', 'political', 'ended', 'russia', 'moratorium', 'energy', 'year', 'unconventional gas', 'unprecedented broad political', 'unprecedented broad', 'process law significant', 'process law', 'policy investor surged', 'policy investor', 'policy happened romania']"
141,141,Shale Governance in the European Union: Principles and Practice,2014,"The extraction of shale gas — mainly through the process of hydraulic fracturing or “fracking” — has become a central if contentious area of energy policy in the European Union (EU). Like their US counterparts, European policymakers are attracted by the potential huge economic and energy benefits of shale extraction, yet must also address dangers and risks associated with extracting natural gas from shale fields. How might policymakers govern this new policy area? Europe’s approach to shale gas governance is still in its infancy, but several guiding principles can be identified through an examination of the EU’s treaties, rules, policy principles, and practices. The most important governing principles include the precautionary principle, transparency, consultation/stakeholder “buy-in,” and environmental sustainability. Adoption of such governance principles provides useful guidelines for policymakers, and reassurance for the public. Positive lessons from their application can be applied to the US. But a close examination of their application in the EU suggests two important themes. First is the importance of context: how, when and why principles are applied will shape their effectiveness and impact. Secondly, the examination reveals that each of these principles is double-edged with clear advantages and clear limits. None alone will provide the “golden ticket” to effective shale governance.","Shale Governance in the European Union: Principles and Practice The extraction of shale gas — mainly through the process of hydraulic fracturing or “fracking” — has become a central if contentious area of energy policy in the European Union (EU). Like their US counterparts, European policymakers are attracted by the potential huge economic and energy benefits of shale extraction, yet must also address dangers and risks associated with extracting natural gas from shale fields. How might policymakers govern this new policy area? Europe’s approach to shale gas governance is still in its infancy, but several guiding principles can be identified through an examination of the EU’s treaties, rules, policy principles, and practices. The most important governing principles include the precautionary principle, transparency, consultation/stakeholder “buy-in,” and environmental sustainability. Adoption of such governance principles provides useful guidelines for policymakers, and reassurance for the public. Positive lessons from their application can be applied to the US. But a close examination of their application in the EU suggests two important themes. First is the importance of context: how, when and why principles are applied will shape their effectiveness and impact. Secondly, the examination reveals that each of these principles is double-edged with clear advantages and clear limits. None alone will provide the “golden ticket” to effective shale governance.",214,"['principle', 'examination', 'policymakers', 'eu', 'european', 'shale governance', 'governance', 'union', 'european union', 'application', 'applied', 'clear', 'area', 'us close examination', 'us close', 'principles practices important', 'principles practices', 'principle transparency consultation', 'principle transparency', 'principle provides useful']"
142,142,Shale play politics: the intergovernmental Odyssey of American shale governance.,2014,"Intergovernmental responsibility for policy development for shale gas is concentrated primarily at the state level, given multiple statutory and political constraints on potential federal engagement. This opens the question of how a large subset of American states might craft shale policies, amid competing scholarly views on the commitment of states to environmental protection when energy development opportunities arise in the absence of applicable federal authority. The article examines recent trends in state political economy that may shape policy development and capacity, considers the heterogeneous pattern of policy emerging thus far, and draws preliminary lessons from the very small set of states that have enacted far-reaching new state legislation. It also offers early discussion of cross-border issues that may trigger multistate, regional, or ultimately federal engagement as well as growing signs of volatility in policy development in some states.","Shale play politics: the intergovernmental Odyssey of American shale governance. Intergovernmental responsibility for policy development for shale gas is concentrated primarily at the state level, given multiple statutory and political constraints on potential federal engagement. This opens the question of how a large subset of American states might craft shale policies, amid competing scholarly views on the commitment of states to environmental protection when energy development opportunities arise in the absence of applicable federal authority. The article examines recent trends in state political economy that may shape policy development and capacity, considers the heterogeneous pattern of policy emerging thus far, and draws preliminary lessons from the very small set of states that have enacted far-reaching new state legislation. It also offers early discussion of cross-border issues that may trigger multistate, regional, or ultimately federal engagement as well as growing signs of volatility in policy development in some states.",148,"['policy development', 'state', 'intergovernmental', 'federal engagement', 'federal', 'american', 'far', 'policy', 'engagement', 'development', 'volatility policy development', 'volatility policy', 'view commitment state', 'view commitment', 'primarily state level', 'primarily state', 'preliminary lesson small', 'preliminary lesson', 'potential federal engagement', 'potential federal']"
143,143,Stakeholder engagement in large-scale energy infrastructure projects: Revealing perspectives using Q methodology,2016,"Abstract Public opposition is one of the main political, and less predictable, risks of large-scale energy infrastructure projects. External stakeholder management has become indispensable to the governance of risk in such projects. We integrate insights on public engagement from policy and planning studies with the field of project management to contribute to the governance of risk. We present Q methodology as a congruent method for stakeholder analysis that allows for anticipation of unforeseen stakeholder issues or concerns and to kick-off a participatory procedure with external stakeholders. We present an illustration of Q methodology results of a Dutch shale gas exploration project. If used in the stakeholder management process, this method can help reveal perspectives beneficial for both the governance of risks and the identification of opportunities to create socially valued, successful projects.","Stakeholder engagement in large-scale energy infrastructure projects: Revealing perspectives using Q methodology Abstract Public opposition is one of the main political, and less predictable, risks of large-scale energy infrastructure projects. External stakeholder management has become indispensable to the governance of risk in such projects. We integrate insights on public engagement from policy and planning studies with the field of project management to contribute to the governance of risk. We present Q methodology as a congruent method for stakeholder analysis that allows for anticipation of unforeseen stakeholder issues or concerns and to kick-off a participatory procedure with external stakeholders. We present an illustration of Q methodology results of a Dutch shale gas exploration project. If used in the stakeholder management process, this method can help reveal perspectives beneficial for both the governance of risks and the identification of opportunities to create socially valued, successful projects.",144,"['projects', 'stakeholder', 'governance risk', 'methodology', 'stakeholder management', 'scale energy infrastructure', 'infrastructure projects', 'external', 'energy infrastructure projects', 'scale energy', 'energy infrastructure', 'management', 'risk', 'infrastructure', 'governance', 'method', 'perspective', 'project', 'scale', 'engagement']"
144,144,"Steering Social Outcomes in America’s Energy Heartland State and Private Meta-Governance in the Marcellus Shale, Pennsylvania",2017,"This article argues that analysis of meta-governance purely in terms of the actions of the state can obscure the significant, but less apparent, ways in which private actors may influence the choices and interactions of individuals within various modes of governance coordination. We investigate the networked governance of affordable housing impacts in the Marcellus Shale gas region of the United States to empirically illuminate the dynamics of state and private meta-governance. Drawing on a qualitative research approach, we identify public authorities as exercising what seems to be predominant responsibility for meta-governance, with state government having strong influence over the structure and resourcing of a networked governance response, and county government directly facilitating the collaborative engagement of actors at the local level. Although private oil and gas companies demonstrate little involvement in network governance, the presence of private meta-governance in the alternative form of the design of market governance is shown to have a number of countervailing implications for the form and function of network governance. We suggest that expansion of the concept of “framing” to account for strategies that structure how key governance actors understand a particular problem provides valuable insights for understanding private meta-governance in relation to network governance.","Steering Social Outcomes in America’s Energy Heartland State and Private Meta-Governance in the Marcellus Shale, Pennsylvania This article argues that analysis of meta-governance purely in terms of the actions of the state can obscure the significant, but less apparent, ways in which private actors may influence the choices and interactions of individuals within various modes of governance coordination. We investigate the networked governance of affordable housing impacts in the Marcellus Shale gas region of the United States to empirically illuminate the dynamics of state and private meta-governance. Drawing on a qualitative research approach, we identify public authorities as exercising what seems to be predominant responsibility for meta-governance, with state government having strong influence over the structure and resourcing of a networked governance response, and county government directly facilitating the collaborative engagement of actors at the local level. Although private oil and gas companies demonstrate little involvement in network governance, the presence of private meta-governance in the alternative form of the design of market governance is shown to have a number of countervailing implications for the form and function of network governance. We suggest that expansion of the concept of “framing” to account for strategies that structure how key governance actors understand a particular problem provides valuable insights for understanding private meta-governance in relation to network governance.",216,"['meta governance', 'meta', 'governance', 'private', 'private meta governance', 'private meta', 'network governance', 'network', 'state private meta', 'state private', 'networked governance', 'state', 'actor', 'networked', 'structure', 'marcellus shale', 'marcellus', 'influence', 'form', 'various mode governance']"
145,145,Strategic ignorance and politics of time: how expert knowledge framed shale gas policies,2020,"The article addresses the various uses of expert knowledge during the controversy over shale gas in France and in Quebec (Canada). Cross-fertilization between policy analysis and science and technology studies demonstrates that political uses of expertise better explained the policymaking process in focusing on two specific utilizations: strategic ignorance and politics of time. Using data from press analysis, interviews, reports and documentation analysis, the article shows that social movements can also use strategic ignorance to support their environmental claims and that mastering the pace of the controversy and the policy debates enabled actors to better support their policy claims. The French case illustrates those two arguments while the Quebec case provides a more tradition account of State/Industry's utilization of knowledge production to delay decision and divert opposition.","Strategic ignorance and politics of time: how expert knowledge framed shale gas policies The article addresses the various uses of expert knowledge during the controversy over shale gas in France and in Quebec (Canada). Cross-fertilization between policy analysis and science and technology studies demonstrates that political uses of expertise better explained the policymaking process in focusing on two specific utilizations: strategic ignorance and politics of time. Using data from press analysis, interviews, reports and documentation analysis, the article shows that social movements can also use strategic ignorance to support their environmental claims and that mastering the pace of the controversy and the policy debates enabled actors to better support their policy claims. The French case illustrates those two arguments while the Quebec case provides a more tradition account of State/Industry's utilization of knowledge production to delay decision and divert opposition.",140,"['strategic ignorance', 'ignorance', 'strategic', 'strategic ignorance politics', 'politics time', 'ignorance politics time', 'ignorance politics', 'expert knowledge', 'knowledge', 'quebec', 'expert', 'politics', 'better', 'policy', 'analysis', 'us', 'controversy', 'time', 'support', 'various us expert']"
146,146,"Suburbanization and shale gas wells: Patterns, planning perspectives, and reverse setback policies",2017,"Abstract From 2002 to 2015, the Dallas-Fort Worth Metroplex (DFW) experienced high population growth rates and booming shale gas production via hydraulic fracturing of the Barnett Shale. In response, DFW municipalities adopted gas well drilling ordinances and enacted setback distance policies to regulate the proximity between new gas wells and homes. However, landscape and planning impacts arising from subsequent development of homes around hydrocarbon extraction sites are unknown. Here, we use quantitative and qualitative methods to 1) quantify spatial and land-use effects of gas well production sites, 2) identify municipal staff perspectives on overlapping gas well and suburban landscapes, and 3) evaluate municipal governance strategies for dealing with subsequent development of homes around production sites. Our results show that production sites occupy approximately 3000 ha in DFW and nearly 2% of surface areas in some high growth municipalities. Over time, developed land covers increasingly surrounded gas production sites. We identified three statistically significant social perspectives among municipal officials, two indicating concern with how gas wells impede future urban development. The majority of municipal governments place the onus on homebuyers to decide whether to live near gas wells, though a few municipalities require notification of their presence. The parallel pressures to develop surface and mineral interests by two powerful industries – property developers and oil and gas operators, respectively – create a complex regulatory and planning environment for municipalities where protections of resident health, safety, and welfare are left to the discretion of corporate entities and social licenses.","Suburbanization and shale gas wells: Patterns, planning perspectives, and reverse setback policies Abstract From 2002 to 2015, the Dallas-Fort Worth Metroplex (DFW) experienced high population growth rates and booming shale gas production via hydraulic fracturing of the Barnett Shale. In response, DFW municipalities adopted gas well drilling ordinances and enacted setback distance policies to regulate the proximity between new gas wells and homes. However, landscape and planning impacts arising from subsequent development of homes around hydrocarbon extraction sites are unknown. Here, we use quantitative and qualitative methods to 1) quantify spatial and land-use effects of gas well production sites, 2) identify municipal staff perspectives on overlapping gas well and suburban landscapes, and 3) evaluate municipal governance strategies for dealing with subsequent development of homes around production sites. Our results show that production sites occupy approximately 3000 ha in DFW and nearly 2% of surface areas in some high growth municipalities. Over time, developed land covers increasingly surrounded gas production sites. We identified three statistically significant social perspectives among municipal officials, two indicating concern with how gas wells impede future urban development. The majority of municipal governments place the onus on homebuyers to decide whether to live near gas wells, though a few municipalities require notification of their presence. The parallel pressures to develop surface and mineral interests by two powerful industries – property developers and oil and gas operators, respectively – create a complex regulatory and planning environment for municipalities where protections of resident health, safety, and welfare are left to the discretion of corporate entities and social licenses.",258,"['municipal', 'production sites', 'dfw', 'municipality', 'sites', 'production', 'subsequent development home', 'subsequent development', 'setback', 'home around', 'gas production sites', 'development home around', 'development home', 'gas wells', 'home', 'gas production', 'subsequent', 'planning', 'wells', 'site']"
147,147,The capacity of states to govern shale gas development risks.,2014,"The development of natural gas and oil from unconventional formations in the United States has grown substantially in recent years and has created governance challenges. In light of this recent growth, and increasing attention to global shale gas resources, the successes and failures of governance efforts in this country serve as important lessons for other nations that have their own unconventional petroleum resources and are beginning to move forward with development, thus calling for a more in-depth examination of the laws governing shale gas development and their implementation. Governance includes both the substance of laws and the activities of entities that implement and influence laws, and in the case of oil and gas, states are primarily responsible for risk governance. Nongovernmental actors and industry also work with states to shape and implement regulations and standards. This Policy Analysis introduces the role of various actors in U.S. shale gas governance, explaining why the states are primarily responsible for risk governance, and explores the capacity of states to conduct governance, examining the content of their laws and the strength of their regulatory entities. The Analysis concludes that states are, to a degree, addressing the changing risks of development. Gaps remain in the substance of regulations, however, and many states appear to lack adequate support or policies for training industry in compliance matters, monitoring activity at sites, prioritizing certain types of regulatory violations that pose the highest risks, enforcing laws, and ensuring that the public is aware of inspections and enforcement and can therefore monitor state activity.","The capacity of states to govern shale gas development risks. The development of natural gas and oil from unconventional formations in the United States has grown substantially in recent years and has created governance challenges. In light of this recent growth, and increasing attention to global shale gas resources, the successes and failures of governance efforts in this country serve as important lessons for other nations that have their own unconventional petroleum resources and are beginning to move forward with development, thus calling for a more in-depth examination of the laws governing shale gas development and their implementation. Governance includes both the substance of laws and the activities of entities that implement and influence laws, and in the case of oil and gas, states are primarily responsible for risk governance. Nongovernmental actors and industry also work with states to shape and implement regulations and standards. This Policy Analysis introduces the role of various actors in U.S. shale gas governance, explaining why the states are primarily responsible for risk governance, and explores the capacity of states to conduct governance, examining the content of their laws and the strength of their regulatory entities. The Analysis concludes that states are, to a degree, addressing the changing risks of development. Gaps remain in the substance of regulations, however, and many states appear to lack adequate support or policies for training industry in compliance matters, monitoring activity at sites, prioritizing certain types of regulatory violations that pose the highest risks, enforcing laws, and ensuring that the public is aware of inspections and enforcement and can therefore monitor state activity.",264,"['state', 'governance', 'state primarily responsible', 'state primarily', 'responsible risk governance', 'responsible risk', 'primarily responsible risk', 'primarily responsible', 'capacity state', 'substance', 'laws', 'law', 'activity', 'responsible', 'implement', 'risk governance', 'primarily', 'development', 'capacity', 'actor']"
148,148,"The contested future of fracking for shale gas in the UK: risk, reputation and regulation",2015,"Large shale gas reserves have recently been identified under many parts of the UK and the development pressure for detailed exploration, and possibly the commercial exploitation of these reserves by hydraulic fracturing, popularly described as fracking, is growing rapidly. Although exploration for shale gas is still at an early stage in the UK, the possible future development of shale gas by fracking has generated a wide range of environmental concerns. Two linked factors, namely the presence of a robust regulatory regime and the need for the gas industry to control reputation risk, seem to be important in addressing these concerns and arguably in facilitating the future development of shale gas resources within the UK. With this in mind this paper describes the characteristics of shale gas and the process of fracking, outlines some details on current estimates of the distribution and volume of shale gas and of its commercial recovery within the UK, provides a short commentary on the environmental risks associated with exploration and development and rehearses some of the arguments on the role of the regulatory planning framework and on campaigns to win public opinion and to manage reputation.","The contested future of fracking for shale gas in the UK: risk, reputation and regulation Large shale gas reserves have recently been identified under many parts of the UK and the development pressure for detailed exploration, and possibly the commercial exploitation of these reserves by hydraulic fracturing, popularly described as fracking, is growing rapidly. Although exploration for shale gas is still at an early stage in the UK, the possible future development of shale gas by fracking has generated a wide range of environmental concerns. Two linked factors, namely the presence of a robust regulatory regime and the need for the gas industry to control reputation risk, seem to be important in addressing these concerns and arguably in facilitating the future development of shale gas resources within the UK. With this in mind this paper describes the characteristics of shale gas and the process of fracking, outlines some details on current estimates of the distribution and volume of shale gas and of its commercial recovery within the UK, provides a short commentary on the environmental risks associated with exploration and development and rehearses some of the arguments on the role of the regulatory planning framework and on campaigns to win public opinion and to manage reputation.",206,"['reputation', 'uk', 'future development shale', 'future development', 'within uk', 'future', 'exploration', 'fracking', 'commercial', 'development shale gas', 'development shale', 'reserve', 'within', 'risk', 'development', 'volume shale gas', 'volume shale', 'process fracking outline', 'process fracking', 'pressure detailed exploration']"
149,149,"The discursive politics of ‘fracking’: Frames, storylines, and the anticipatory contestation of shale gas development in the United Kingdom",2019,"Abstract How contested sources of energy such as shale gas are perceived in frontier countries considering their development is incredibly important to national and international climate policies. The UK shale development case is of particular interest currently as the Government attempts to position the UK as a pioneer of European, safe, sustainable shale gas development. We conduct a mixed-methods analysis of the UK policy debate on shale gas development involving 30 stakeholder interviews and 1557 political documents. This empirical focus extends the existing literature by identifying the use of frames in and through the institutions and practices of formal UK politics. We identify nine key frames and their associated storylines, analyse their use over time, and compare these findings with other national case studies. Perhaps unsurprisingly, given most UK Governments within our timeframe have supported shale development, pro-shale development frames dominate in the policy debate; however, we also find a high level of anti-shale development frame use, suggesting a deep and ongoing framing contest in national formal political sites. We find in particular a more prominent focus on land-use issues and impacts on the landscape than other UK studies or other national contexts. Conceptually, the study puts forward an integrative approach to the related concepts of frames and storylines, as well as arguments concerning the impotence of storylines in anticipatory political debate and the polyvalence of framing strategies. Questions about governance are raised by the general lack of consensus over the framing of shale development within formal political sites, let alone amongst the broader public; and by the lack of a coherent response from the Government to criticisms of its approach. Finally, we reflect on the apparent lack of evidence for Hajer’s ‘communicative miracle’ in our case, and speculate as to whether the lack of broad-based resonance of the ‘bridge’ storyline signals trouble for the positive-sum thinking of ecological modernisation.","The discursive politics of ‘fracking’: Frames, storylines, and the anticipatory contestation of shale gas development in the United Kingdom Abstract How contested sources of energy such as shale gas are perceived in frontier countries considering their development is incredibly important to national and international climate policies. The UK shale development case is of particular interest currently as the Government attempts to position the UK as a pioneer of European, safe, sustainable shale gas development. We conduct a mixed-methods analysis of the UK policy debate on shale gas development involving 30 stakeholder interviews and 1557 political documents. This empirical focus extends the existing literature by identifying the use of frames in and through the institutions and practices of formal UK politics. We identify nine key frames and their associated storylines, analyse their use over time, and compare these findings with other national case studies. Perhaps unsurprisingly, given most UK Governments within our timeframe have supported shale development, pro-shale development frames dominate in the policy debate; however, we also find a high level of anti-shale development frame use, suggesting a deep and ongoing framing contest in national formal political sites. We find in particular a more prominent focus on land-use issues and impacts on the landscape than other UK studies or other national contexts. Conceptually, the study puts forward an integrative approach to the related concepts of frames and storylines, as well as arguments concerning the impotence of storylines in anticipatory political debate and the polyvalence of framing strategies. Questions about governance are raised by the general lack of consensus over the framing of shale development within formal political sites, let alone amongst the broader public; and by the lack of a coherent response from the Government to criticisms of its approach. Finally, we reflect on the apparent lack of evidence for Hajer’s ‘communicative miracle’ in our case, and speculate as to whether the lack of broad-based resonance of the ‘bridge’ storyline signals trouble for the positive-sum thinking of ecological modernisation.",329,"['shale development', 'frame', 'uk', 'storylines', 'formal', 'development', 'lack', 'framing', 'national', 'shale development frame', 'political sites', 'formal political sites', 'formal political', 'development frame', 'use', 'storyline', 'anticipatory', 'political', 'policy debate', 'debate']"
