titulo,ano,abstract
Fracking in the Karoo : approvals required?,2014,"The possibility of exploiting vast shale gas deposits in the Karoo Basin in South Africa by using a mining technique known as hydraulic fracturing, or ""fracking"", became a reality during 2008. The granting of a number of applications for licences to extract gas was met with stiff resistance on the one hand and enthusiastic reception on the other. All the uncertainties and controversies caused the Department of Mineral Resources to place a moratorium on licences and setting up a task team to get a better perspective on fracking through the publication of the Report on Investigation of Hydraulic Fracturing in the Karoo Basin of South Africa (2012). Since fracking has the potential to detrimentally affect the environment and water resources the main focus of the article is to indicate which permits, licences or authorisations are required before fracking can commence. Core components of the different approval processes are procedures for both public participation and the submission of some form of environmental assessment, programme or report. Prefacing this discussion is a brief examination of what fracking is, where shale gas deposits exist in South Africa and what the extent of such deposits is."
Framing Effects and Mobilization along the Marcellus Shale,2014,"How do social movements mobilize supporters to their cause? Social movement scholars have emphasized the importance of framing by media, political leaders, social movements, and other actors. While there is extensive research on framing in mass communication and the effect that media frames have on public opinion, there is less research on how framing may affect an individual’s willingness to mobilize for a cause. Some scholars have discussed the resonance of a frame for a target audience (Snow and Benford 1988). Others have argued that “mobilizing potency” may be a good proxy for frame resonance, because it taps into the ability of a social movement to gain supporters for protests, petitions, or other actions (Johnston and Noakes 2005). However, few studies have sought to systematically test the link between frame resonance and mobilization. This study seeks to fill that gap in the literature by testing the relationship between framing effects and mobilization. Using the case of shale gas development along the Marcellus Shale, this study employs both in-the-field interviews and an experiment that assesses how certain frames affect individual perceptions and their willingness to mobilize for a particular social movement. This study fits neatly in the intersection between the political communication and social movement literatures and contributes to both. In particular, it offers a link between framing effects and mobilization for social movement scholars, and further study on the production of frames and frames in competition to build on the political communication literature."
Health Impact Assessment of Shale Gas Extraction: Workshop Summary,2013,"Natural gas extraction from shale formations, which includes hydraulic fracturing, is increasingly in the news as the use of extraction technologies has expanded, rural communities have been transformed seemingly overnight, public awareness has increased, and regulations have been developed. The governmental public health system, which retains primary responsibility for health, was not an early participant in discussions about shale gas extraction; thus public health is lacking critical information about environmental health impacts of these technologies and is limited in its ability to address concerns raised by regulators at the federal and state levels, communities, and workers employed in the shale gas extraction industry. This report is the summary of a workshop convened in 2012 by the Institute of Medicine (IOM) Roundtable on Environmental Health Sciences, Research, and Medicine to discuss the human health impact of shale gas extraction through the lens of a health impact assessment. Eminent scientists, physicians, public health experts, and representatives from government agencies at federal and state levels, from nongovernment organizations, from the business sector, and from interest groups representing the interests of the citizens met to exchange ideas and to inform on hydraulic fracturing as a means of extraction of natural gas. This report examines the state of the science regarding shale gas extraction, the direct and indirect environmental health impacts of shale gas extraction, and the use of health impact assessment as a tool that can help decision makers identify the public health consequences of shale gas extraction."
"How much is enough? Approaches to public participation in shale gas regulation across England, France, and Algeria",2018,"Abstract We examine ‘fracking’ for shale gas extraction in England, France, and Algeria, framed from the perspective of level of acceptance by communities and general public. We explore the extent to which public participation in decision-making should play a role in fracking regulation, and evaluate whether the level of public participation matches the legal requirements. Our position on the adequacy of fracking regulation is from the perspective of the public dissenter, outlining a legal and normative basis for public participation in decision-making on fracking. We highlight relevant laws and policies to understand and evaluate adequacy of relevant regulatory processes. We offer strong yet nuanced argumentation, creating space for further discussion by academics, the public, regulators, local decision-makers, fracking companies and others. This is not a typical social-psychology, legal, sociology, or human geography research paper, as we take a position from the beginning: that the public ought to be involved in decisions related to the regulation of fracking, and argue that we validate our approach by supporting our claims throughout the work."
IMPACTOS SOCIALES DE LA EXTRACCIÓN DE GAS LUTITAS EN TAMAULIPAS,2008,"It is obvious that the wells for shale extraction will not be drilled at the corner of Insurgentes Avenue and Eugenia, where the Energy Secretariat is located. However, the centralist view of hydrocarbons policy in Mexico has aggravated the proliferation of blind spots. The book The energy reform in Mexico. Social impacts of the extraction of shale gas in Tamaulipas is a panoramic view towards the real horizon of what could happen in this state with the exploitation of shale gas. However, the perspectives offered by the book are not limited to a single point of view. Neither laudatory nor fatalistic, each author constructs a panorama after an exercise of argumentation based on the orderly observation of hard data. Far from rhetoric, and fatalism without substance, the chapters of this book bring the reader to a range of consequences that might arise from the exploitation of these hydrocarbons. At the moment, when these projects have not yet materialized, a collection of ideas whose object is the construction of useful knowledge could not be more opportune."
Learning from Lancashire: exploring the contours of the shale gas conflict in England,2017,"This paper explores the conflict over shale gas exploration in Lancashire where the company Cuadrilla is preparing to horizontally drill and hydraulically fracture the first shale gas wells in England. At present, this is the only location in Europe where new commercial exploration for shale gas is underway, thus the outcome has wider significance. The initial planning applications were refused by Lancashire County Council in June 2015. The decisions were then appealed by Cuadrilla and there was a public enquiry in February and March of 2016. On 6 October 2016, the central Government over-turned the initial decisions at one site and gave Cuadrilla more time to address traffic concerns at the other. The paper uses the public enquiry to map the contours of the shale gas conflict. It is divided into three sections. The first explores public attitudes towards shale gas development in the UK and reveals growing public awareness and increasing opposition. The second presents the conceptual frame for the analysis, which includes both a critical assessment of the social licence to operate (SLO) and an introduction to a social, actuarial, and political risk and licensing model (SAP Model). The third deploys the SAP model to analyse the public enquiry. The model explains how Cuadrilla is able drill despite the absence of both a local political and social licence to operate. It is concluded that unless the industry and the government can address growing public concerns about shale gas development, continuing conflict could constrain commercial development."
Looking through the prism of shale gas development: Towards a holistic framework for analysis,2016,"Abstract In consideration of the size and geographic concentration of proved conventional gas reserves and the potential role of natural gas to reduce the carbon intensity of energy demand, unconventional gas resources have become increasingly important to expand natural gas supplies. Shale gas in particular has gained international relevance in recent years, largely due to its rapid development and game-changing effects in the United States and its wider and larger distribution worldwide over conventional gas reserves; nonetheless, developing shale gas in other countries has been much slower, as it presents increased risks that span multiple interlinked dimensions and differ across the perceptions of an ample array of stakeholders in diverse contextual settings. The premises presented in this paper attempt to advance a holistic framework for shale gas development which comprises several factors grouped in three major interlinked domains: access to natural resources, industry capabilities and governance. To empirically test its premises under contextual variations, the framework is further used to consistently analyze the cases of Canada, China and Mexico. Findings confirm the interdisciplinary nature of shale gas development and suggest that governance is the most critical domain to bring about changes that improve the management of underlying risks."
New Trends and Challenges for Energy Geographies: Introduction to the Special Issue,2014,"In 1961, the Canadian geographer John D. Chapman recognized the rapid growth in demand for inanimate energy and the role geographers could be playing in explaining its patterns and importance in the growing world economy (Chapman, 1961). Fifty years later, Karl Zimmerer (2011) introduced a Special Issue of the Annals of the Association of American Geographers by noting that not only had Chapman’s prediction come true but that geographers were studying even a wider spectrum of energy challenges than Chapman could ever have imagined (see e.g. Dorian et al., 2006; Florini, Sovaccol, 2009). Many of those energy challenges were underscored at last year’s G20 summit in Saint Petersburg, Russia. Particular attention was paid to four concerns considered as crucial for global energy (OECD, 2013): phasing out fossil fuel subsidies (which encourage wasteful consumption, disproportionately benefit wealthier countries and sectors, and distort energy markets); price volatility (understanding and reducing temporal fluctuations and regional differences in commodity prices); market transparency (a necessity for accurate and timely energy data); and – last but not least – options of mitigating climate change (as the source of two-thirds of global greenhouse-gas emissions, the energy sector is crucial for achieving any climate change goals).By 2035, the world is projected to consume one-third more energy than today, while electricity demand should increase even by more than two-thirds (IEA, 2013). The centre of gravity of global energy demand will move decisively towards emerging economies such as China, India or Brazil, which should account for more than 90% of net energy demand growth. At the same time, however, it is estimated there will still be one billion people without access to electricity and 2.7 billion without access to clean cooking fuels in 2035, mostly in Asia and sub-Saharan Africa (ibid.). The current global energy market is characterized by rising differences in regional energy prices (depending on the availability of domestic resources and regional position within international energy flows), which have led to major shifts in energy and overall trade balances, as well as to energy expenditures taking a growing share of household income (IEA, 2013). The current political crisis in Ukraine and Russia´s chess operations with the supply of natural gas, have again emphasized the role of energy as an effective tool to influence international relations and maintaining political influence.During the last two decades, environmental and security concerns have led to a rapid and far-flung development of renewable energies. Modern wind power development, for example, now is found in over 100 countries, and solar power deployment is – in one form or another – in many more. Reaping the benefits of renewable sources has become a global ambition for several reasons, ranging from anxieties about climate change and energy security to the dangers of the atom. Indeed, the generous feed-in tariffs that Germany used to stimulate renewable energy development have been so effective that Chancellor Merkel was able to renounce Germany’s nuclear program after the Fukushima nuclear accident in 2011 (The Economist, 2011). Nonetheless, renewable energy development has been uneven around the world. Despite rapid and substantial growth in countries such as China, Germany, Spain and the United States, it still represents but a small amount of generation in most countries. For this reason, governments still need to consider other options, including cleaner use of fossil fuels, nuclear power, and new technologies such as shale gas fracking.All energy sources are characterized by potentially negative impacts, direct or indirect, manifesting themselves at different spatio-temporal scales. The economic costs of resources and the reliability of their supply are no longer the only criteria shaping political decisions and public opinions. Rather, perceptions of energy landscapes from renewable energy resources can be significant factors affecting: (1) national energy policies and their support by the general public (Leiserowitz et al., 2013); (2) acceptance of new energy facilities by local communities (Frantal, Kucera, 2009; Frantal, 2014; Pasqualetti, 2011a; Pasqualetti, 2011b; Soland et al., 2013, etc.); and even (3) customer loyalty in liberalized residential energy markets (Hartmann, Ibanez, 2007).The concept of what we call the “energy landscape” is one of the most intriging, important and challenging themes of the new geography of energy. Energy landscape is a term that has been commonly used for decades in physics and organic chemistry. In recent years, however, it has acquired a new meaning in the field of geography and landscape ecology (Pasqualetti, 2012). An energy landscape is a landscape whose images and functions (be they natural, productive, residential, recreational, cultural, etc.) have been significantly affected by energy development. Traditional energy landscapes include mines, canals, refineries and power plants, transmission lines, well fields and waste disposal sites, but more recently they have come to include expansive, whirling wind turbines and even the glare of solar central receivers in places like Ivanpah Dry Lake California (e.g. Nadai, Van der Horst, 2010; Zimmerman, 2014). In the broadest context, the range of what can be called an energy landscape is particularly expansive, though it may be used in the context of all branches of energy production and consumption with a geographic expression.Projects like wind farms, solar power plants, the cultivation of energy crops, biogas stations and other innovative technologies, have become effective means of realizing officially declared state-subsidized support for clean and sustainable energy. These projects, as well, can be objects of entrepreneurial interest among investors and developers, a potential source of income for communities involved (often located in less-favoured rural areas), and an alternative type of land use and source of profit for"
NiMbY or Not? integrating social factors into shale Gas Community Engagements,2013,"Shale gas extraction is an issue of significant local and national political controversy. It is widely recognized that engaging the public with both the science of fracking and with local siting processes is important in achieving public acceptance. The siting of shale gas facilities has become subject to both national and local political controversy, most recently in the United Kingdom, where concerns over localized seismic activity close to the northwestern town of Blackpool caused a temporary moratorium on Cuadrilla’s hydraulic fracturing activities and a political rethink of how unconventional gas reserves fit in to broader national energy policy. It is widely recognized that local opposition to hydraulic fracturing is one of the most significant obstacles to the expansion of the fledgling shale gas industry in Europe. This article looks at the social factors involved in not in my back yard (NIMBY) opposition. December 2012’s special issue of Natural Gas & Electricity explored this opposition in relation to community consultation and the NIMBY problem. This article is a response to some of the challenges raised in that special issue, and in particular I aim to flesh out some of the strategies raised in van der Velden and Schildmeijer’s early engagement and transparency approach1 and Severson’s social ecology approach,2 by translating some of the significant social scientific research on NIMBYism and community consultation in relation to wellestablished energy sectors (notably wind and nuclear generation) to the shale gas industry. The aim is to problematize this concept of engaging with “the public” on shale gas and, it is hoped, to help shale gas developers sidestep the pitfalls of ineffective communication practice by informing shale gas developers on how to avoid some of the pitfalls of bad process design."
"Not under my backyard? Psychological distance, local acceptance, and shale gas development in China",2020,"Abstract Shale gas development can negatively impact those residing in close proximity to projects. Evidence from protests in Europe and the United States suggests a growing prevalence of “NUMBYism” (Not Under My Backyard) sentiment. There is little public discourse about the public acceptance, particularly among those directly affected, of shale gas development in China. Moreover, little research has been done examining whether locally affected publics support or oppose shale gas development, putting policymakers at a disadvantage in terms of risk communication and effective energy governance. Through in-depth interviews with local residents (n = 25) in Weiyuan county that has the largest shale gas reserves in China, the present study extends prior literature on the “NUMBY” phenomenon by exploring local residents’ attitudes toward shale gas development, both locally and distantly. Here we find approximately 20% of our interviewees express views that are consistent with NUMBYism – oppose local development but support or are indifferent to development elsewhere. The rest express views that are fully supportive (52%) or opposed (8%) regardless of local or distant development, or indifferent to local development but either supportive or indifferent to development elsewhere (20%). We find interrelated factors such as national identity – not observed in previous studies – playing an important role in how residents view development. Moreover, drawing upon construal level theory, we also examine the role that different dimensions of psychological distance (e.g., social, temporal, uncertainty, and experiential) may play in explaining these views. These findings may inform policy design and risk communication about shale gas development in China."
Oil and Gas Consultation and shale gas development in British Columbia,2014,"As northeast British Columbia (BC) undergoes rapid change with the development of a globally competitive shale gas industry, the provincial government has a duty to consult First Nations on any developments that have the potential to infringe on their Aboriginal and treaty rights. This research investigates how the oil and gas consultation process is addressing, and might be improved to better address, Treaty 8 First Nations’ concerns regarding shale gas development within their traditional territories. Interviews were conducted with four Treaty 8 First Nations, the Treaty 8 Tribal Association, oil and gas companies, and representatives of the government of BC. In addition, participant observation was conducted with the Fort Nelson First Nation Lands Department during the summer of 2012. Research indicates that there are two overarching problems with the consultation process: the permit-by-permit approach, and the exclusion of First Nations from the decision-making process. In the absence of adequate provincial environmental regulation, lands departments are working to fill the governance gap, but lack the authority and capacity to do so. We conclude that resolving emerging conflict over the BC shale gas industry will require a restructuring of the governance system that includes early engagement, long-term planning, and cumulative impact assessment and monitoring, as well as meaningful engagement with First Nations in the decision-making process."
"On fracking in the Karoo, open forums and the power of public opinion... : environmental engineering",2011,"The debate around hydraulic fracturing in the Karoo is an issue of national and public interest. Shale gas extraction has the potential, some say, to change the face of the country's power industry and improve the lives of millions of South Africans. Public opinion, however, is a powerful force well known to have hampered the nuclear industry in the past"
On the complexity of ethical claims related to shale gas policy,2017,"In a recent article in Local Environment, Matthew Cotton (2017) lays out a foundation for what an ethical approach to decision making on policy and planning in relation to shale gas development could look like. This is the most comprehensive attempt in peer-reviewed academic literature to characterise and explicate the requirements and constraints on ethically-justified policy in relation to this contentious extractive industry. Cotton (2017) uses Shrader-Frechette’s (2002) Principle of Prima Facie Political Equality (PPFPE) to critique policy and planning decisions in the UK in relation to shale gas development. The PPFPE focuses heavily on distributive and procedural justice and gives particular attention to the need for: equitable compensation for any harms sustained, access to information about potential harms, and ability to participate freely in decision making processes (Cotton 2017). Cotton’s (2017) articulation of an ethical framework by which to evaluate the fairness and appropriateness of policy on shale gas development is a major step in the right direction. Evensen (2015, 2016a) has asserted that an explicit account of the circumstances under which development would or would not be ethically justified is perhaps the biggest gap in the policy discourse and debates on this issue. Indeed, there have been numerous public claims about the ethicality of ‘fracking’ (shale gas development), but until Cotton’s (2017) foray into this area, the academic literature on the topic was quite limited (Evensen 2016a). A few prior articles had highlighted distributive justice issues related to fracking (Cotton 2013, Evensen 2015, Fry et al. 2015, Hardy and Kelsey 2015, Hays and de Melo-Martin 2014, Hotaling 2013, Malin 2014, Measham et al. 2016, Willow and Wylie 2014), procedural justice considerations (Cotton 2013, de Wit 2011, Evensen 2015, Finkel et al. 2013, Fry et al. 2015), and/or the role of precautionary thinking in ethical approaches to evaluating unconventional gas development (de Melo-Martin et al. 2015, Finkel and Hays 2013, Law et al. 2014). Cotton’s (2016) article draws together the range of distributive and procedural justice considerations; as such, it is one of the most important social scientific or humanistic articles written to date on this much-debated form of energy development. It offers a solid point of departure for ethical thought on shale gas policy; nevertheless, there is more work to be done. Following Cotton’s analysis, aspects of the PPFPE arise as problematic or require additional clarification, including: the role of compensation in distributive justice, the definition of a ‘community’, the need for information provision, and the best way to ensure procedural justice. Two overarching issues that merit attention in relation to ethical thought on shale gas policy, but that were not addressed by Cotton (2016), are: (1) the role of shale gas development as just one means of energy extraction in a larger energy system – development does not occur in a vacuum – and (2) the role of virtue in determining ethicality of shale gas policies. I speak to these two issues and the four areas of Cotton’s argumentation requiring additional attention below."
"Opportunity, Ambivalence, and Youth Perspectives on Community Change in Pennsylvania's Marcellus Shale Region",2015,"Across vast swaths of mostly rural Pennsylvania, dramatic social, economic, and environmental transformations have occurred in the last five years as these regions have experienced a new natural resource boom in the form of unconventional natural gas extraction from the Marcellus Shale formation. While Pennsylvania's former Governor, Tom Corbett, and shale industry advocates hailed these developments as an economic godsend for Pennsylvania, others have raised serious concerns about the potential social, environmental, and economic consequences. In this paper, we examine youth perspectives in shale gas communities and how young people weigh their education and future prospects in light of local economic, environmental, and community change. We find that youth career decisions are often characterized by a deep ambivalence about the gas industry, its longevity, its capacity to provide desirable and local employment, and its ultimate effects on the livability and social sustainability of Pennsylvania's shale ..."
"Opportunity, Risk, and Public Acceptability: The Question of Shale Gas Exploitation in Québec",2014,"The Canadian province of Quebec has the largest reserves of shale gas in Eastern Canada, but Quebeckers are in the midst of a heated debate over the desirability of exploiting this resource. At issue is the controversial technique of hydraulic fracturing, or “fracking.” The provincial government has decided to proceed cautiously. In 2011, Quebec instituted a temporary moratorium, still in effect, on shale gas development in order to conduct consultations with experts and members of the public that has continued to present day. Recently, the government released the results of the experts’ report, the Strategic Environmental Evaluation. This paper highlights the report’s key findings about the potential economic benefits, environmental risks, and public acceptability of shale gas development. Quebec’s balanced approach to the complex, technical issue of shale gas development represents a deliberative approach to governance that emphasizes extensive public engagement."
Perception des risques au Québec – Baromètre CIRANO 2012,2012,"Certain public decisions, major projects or social issues in Quebec may give rise to concerns or fears. Whether we are talking about undertaking the refurbishment of the Gentilly-2 nuclear power plant, developing the shale gas industry, building a new bridge, retirement income, obesity, access to health services, some of these projects or issues are of concern to the people of Quebec. This book presents the results of an unpublished survey of a representative sample of the Quebec population. The CIRANO 2012 Barometer provides answers to the questions asked by all major project managers: - What is on the minds of Quebeckers today? - What are the projects and issues perceived as the most risky? - What is the level of trust placed by the population in the government for its management of 30 specific projects and issues? - What are the sources of information most used by the population? - How would the population react to the announcement, for example, of the construction of a new nuclear power plant? This book is particularly aimed at managers of major projects, political decision-makers and all citizens. Nathalie de Marcellis-Warin: Holder of a doctorate in management science, Nathalie de Marcellis-Warin is an associate professor in the department of mathematics and industrial engineering at Ecole Polytechnique de Montreal. She is Vice-President of the Risk and Sustainable Development Groups at the Centre interuniversitaire de recherche en analyse des organisations (CIRANO). It is also an associate member of CIRRELT (Centre interuniversitaire de recherche sur les reseaux d'entreprises, la logistique et le transport) and CIRST (Centre interuniversitaire de recherche sur la science et la technologie). She is also president of the RISQ+H network, a network for raising awareness and sharing experiences on risk management, safety and quality of care in hospitals. Ingrid Peignier: Engineer and holder of a Master's degree (M.Sc.A.) in industrial engineering, Ingrid Peignier is a project manager in the Risk Group at the Centre interuniversitaire de recherche en analyse des organisations (CIRANO). It specializes in the identification, assessment, management and communication of major industrial risks. To buy the book, click ""here"" Certaines decisions publiques, grands projets ou enjeux de societe au Quebec peuvent susciter des inquietudes ou des craintes. Que l'on parle d'entreprendre la refection de la centrale nucleaire de Gentilly-2, de developper l'industrie du gaz de schiste, de construire un nouveau pont, des revenus de retraite, de l'obesite, de l'acces aux services de sante, certains de ces projets ou enjeux preoccupent la population du Quebec. Cet ouvrage presente les resultats d'une enquete inedite, realisee aupres d'un echantillon representatif de la population du Quebec. Le Barometre CIRANO 2012 permet de repondre aux questions que se posent tous les gestionnaires de grands projets : - Qu'est-ce qui preoccupe la population quebecoise aujourd'hui? - Quels sont les projets et enjeux percus comme les plus risques? - Quel est le niveau de confiance accordee par la population au gouvernement pour sa gestion de 30 projets et enjeux specifiques? - Quelles sont les sources d'information les plus utilisees par la population? - Comment reagirait la population a l'annonce, par exemple, de la construction d'une nouvelle centrale nucleaire? Ce livre s'adresse particulierement aux gestionnaires de grands projets, aux decideurs politiques mais egalement a tous les citoyens. Nathalie de Marcellis-Warin : Titulaire d'un doctorat en science de gestion, Nathalie de Marcellis-Warin est professeure agregee au departement de mathematiques et de genie industriel de l'Ecole Polytechnique de Montreal. Elle est vice-presidente des groupes Risque et Developpement durable du Centre interuniversitaire de recherche en analyse des organisations (CIRANO). Elle est aussi membre associee du CIRRELT (Centre interuniversitaire de recherche sur les reseaux d'entreprises, la logistique et le transport) et du CIRST (Centre interuniversitaire de recherche sur la science et la technologie). Elle est par ailleurs presidente du reseau RISQ+H, reseau de sensibilisation et de partage d'experiences sur la gestion des risques, la securite et la qualite des soins dans les hopitaux. Ingrid Peignier: Ingenieure et titulaire d'une maitrise (M.Sc.A.) en genie industriel, Ingrid Peignier est directrice de projets dans le groupe Risque au Centre interuniversitaire de recherche en analyse des organisations (CIRANO). Elle s'est specialisee dans l'identification, l'evaluation et la gestion des risques industriels majeurs ainsi que dans la communication de ces risques. Pour acheter le livre, cliquez ici """
Perception of the Natural Gas Industry and Engagement in Individual Civic Actions,2013,"ABSTRACTData collected in a general population survey from a random sample of individuals in Tarrant County, Texas, were used to empirically examine issues associated with public perception of the natural gas industry. Further, the associations of public perception of the energy industry with individual actions that (a) may or may not have been taken and/or (b) may or may not be taken in response to the exploration and production of natural gas were investigated. Echoing findings from research in two neighboring Barnett Shale counties (Theodori 2009), members of the public in Tarrant County appear to dislike certain potentially problematic social and/or environmental issues perceived to accompany natural gas development. Conversely, these same Tarrant County residents view less negatively the economic and/or service-related benefits that often result from such development. Moreover, the results of this study suggest that the social/environmental perceptual variable is a key factor in explaining past behaviors and predicting future behaviors taken in response to the exploration and production of natural gas. Possible implications of these findings are proposed.An extensive rural sociological literature exists on the social, economic, and social-psychological consequences-both positive and negative-associated with energy development (Jacquet 2009). The data for many of these studies were collected in the ""boomtowns"" of the intermountain West or in communities in the coastal region of Louisiana. Over the past five years, a new body of empirical research on energy development has begun to accrue in the rural sociological literature. These studies have focused on the experiences and perceptions of various stakeholders-including, but not limited to, community leaders, landowner coalition leaders, and members of the public-with respect to shale gas development (e.g., Anderson and Theodori 2009; Brasier et al. 2011; Jacquet and Stedman 2011; Schafft, Borlu, and Glenna 2013; Theodori 2009, 2012; Wynveen 2011).Shale gas development is a controversial form of energy development (Marsa 2011; Walsh 2011). At the center of the shale gas debate is the well stimulation/completion process known as hydraulic fracturing (Finkel and Law 2011; Rahm 2011). Shale gas development relies heavily on multistage hydraulic fracturing stimulation to maximize commercial viability. Wells are hydraulically fractured by flushing large quantities of ""frac fluid""-a mixture of freshwater, proppants, and small amounts of friction reducers and other chemicals-into them at extremely high pressure levels to create small cracks, or ""fractures,"" in the shale formations. Doing this allows natural gas to flow more freely through the reservoir and, in turn, increases recovery. Frac jobs commonly use 1 to 3 million gallons of water per gas well; in some cases, water use may exceed 5 million gallons per frac (Anderson and Theodori 2009). Numerous concerns have been raised over the amount of freshwater used by gas producers in the hydraulic fracturing process (Capozza 2009; Theodori 2009). Furthermore, fears continue to escalate over the potential contamination of surface waters and freshwater aquifers from the chemicals used in the hydraulic fracturing process (Olmstead et al. 2013; Osborn et al. 2011).Despite this growing rural sociological literature consisting of contemporary attitudinal studies on shale gas development, surprisingly little research has been conducted on the individual actions that (a) may or may not have been taken and/or (b) may or may not be taken in response to the production of shale gas. The purpose of this research note is to extend the current scientific literature on the social issues associated with unconventional natural gas development (c.f., Theodori 2011). Here, using data gathered in a general population survey from a random sample of individuals living in one county in the Barnett Shale region of Texas, I examine the effects of public perception of the natural gas industry on six behavior-related dependent variables (i. …"
Public and Stakeholder Participation for Managing and Reducing the Risks of Shale Gas Development,2014,"Emerging technologies pose particularly strong challenges for risk governance when they have multidimensional and inequitable impacts, when there is scientific uncertainty about the technology and its risks, when there are strong value conflicts over the perceived benefits and risks, when decisions must be made urgently, and when the decision making environment is rife with mistrust. Shale gas development is one such emerging technology. Drawing on previous U.S. National Research Council committee reports that examined risk decision making for complex issues like these, we point to the benefits and challenges of applying the analytic-deliberative process recommened in those reports for stakeholder and public engagement in risk decision making about shale gas development in the United States. We discuss the different phases of such a process and conclude by noting the dangers of allowing controversy to ossify and the benefits of sound dialogue and learning among publics, stakeholders, industry, and regulat..."
Public and Workplace Safety and Health in Hydraulic Fracturing,2012,"Fracking, a universally recognised term, which refers to hydraulic fracturing of gas bearing rock layers allowing their gas to be released into specially constructed collection wells. Practiced in North America, Europe and Asia the growth of this industry brings environmental and public health concerns to the fore. In April 2012 the UK’s Department for Energy and Climate Change released an independent report, focused solely on potential seismological activity, which recommends stricter controls and procedures for developers extracting shale gas in the UK. Also in 2012 a North Carolina conference convened with the following objective; “to facilitate informed discussion to ensure that science-based policy decisions are made on energy development that will best serve the citizens …”. A symposium on emerging hazards, at the EU OSH Strategy conference 2012, discussed how existing hazards were reemerging in new industries, particularly the fracking industry. While much has been written and spoken about the scientific and technical aspects of fracking, issues such as public and workplace safety and health need to be thoroughly addressed if the debate and ultimately final choices are to be appropriately informed. The researchers preliminary scoping found concerns about; increased salinity of water supply adjacent to fracking sites, respirable crystalline silica dust in sand extraction sites, air and water quality, toxicity of drilling fluids and hazardous wastes. In this paper the authors adopt a multi-disciplinary approach involving value engineering, sustainability and ethics; exploring how functional aspects of engineering’s societal responsibility; delivering sustainable development through knowledge, skills and professional expertise, are being addressed. In particular it;"
"Public awareness and opinion on CCS in the province of Québec, Canada.",2012,"CO2 capture and geological storage (CCS) is a major topic of interest in Canada, where many CCS projects are either underway or in the planning stage. In order to get information about public acceptance for a potential CCS pilot project in the province of Quebec, two identical Internet-based public awareness and opinion surveys were conducted: one in 2010 and one in 2011. Results of the two surveys show that respondents are not really aware of what climate change is and that they know almost nothing about CCS. In 2010, respondents did not generally reject CCS technology or a potential pilot project in their region. In fact, they were slightly favorable toward such a project. In 2011, the picture changed slightly as an intense debate on shale gas exploration had taken place in the province at the end of 2010. It appears that respondents were less likely to be favorable toward the use of CCS. It is not possible to specifically link the increase of respondents against CCS or a potential pilot project and the increase of security concerns to the debate regarding shale gas exploration. However, the social context in a region where controversial shale gas activities are underway may not be the best for a potential CCS pilot project to become accepted by the local community. © 2012 Society of Chemical Industry and John Wiley & Sons, Ltd"
Public opposition to shale gas extraction in Algeria: Potential application of France's ‘Duty of Care Act’,2020,"Abstract Algeria, a former French Colony, gained independence from France in 1962. It can be argued, however, that the legacy of post-colonialism continues, particularly with respect to the extractive industries. Both France and Algeria have large unconventional shale deposits—France has the second largest shale gas deposits in Europe after Poland and Algeria has the third largest in the world. Proposals to extract shale gas have led to widespread public opposition in both France and Algeria. The protests in France arguably led to the 2011 ban on hydraulic fracturing for shale gas, followed by the 2017 decision to ban all hydrocarbon exploration and extraction (unconventional and conventional) in French territory by 2040. Hydrocarbon company Total S.A., headquartered in France, has given up on operating in France but has now focused on potential development in Algeria, arguably an illustration of the continuation of a post-colonial relationship or NIMBY'ism (Not In My Back Yard). This perspective article aims to briefly highlight issues related to unconventional hydrocarbons in Algeria and introduce an emerging regulatory mechanism that could potentially provide a remedy to protect human and environmental rights and provide a model for future legislation in other countries. France's 2017 Duty of Care Act (Devoir de Vigilance) requires companies headquartered in France of a certain size to develop a ‘plan of care’ that mandates corporate responsibility throughout the supply chain and all subsidiaries, including outside French territory, and moreover provides a mechanism for legal recourse in the event of environmental or human rights harm from business activities."
Public Perceptions of Expert Credibility on Policy Issues: The Role of Expert Framing and Political Worldviews,2014,"How do individuals assess the credibility of experts in various policy domains? Under what conditions does the public interpret particular scientific knowledge claims as being trustworthy and credible? Using data collected from an online survey experiment, administered to 1,507 adult residents of Quebec, this paper seeks answers to these questions. Specifically, we examine variation in the way members of the public perceive the credibility of scientific experts in the areas of climate change, shale gas extraction, cell phones, and wind farms. Our results contribute to the existing literatures on public perceptions of policy experts, framing, and cultural theory. We find that individuals evaluate expert credibility based on the way in which experts frame issues, and on the congruity/dissonance between these expert communication frames and one's underlying worldview. However, we also identify limits to these framing effects. Our findings shed light on the interaction of framing and political worldviews in shaping public perceptions of expert credibility in various policymaking contexts."
